rank_primary_rank_replace,stock_id,pred_score_primary_rank_replace,rank_lgbm_rank_replace,pred_score_lgbm_rank_replace,stock_prefix,model_count,top5_vote_count,top20_vote_count,top5_borda,top20_borda,avg_rank_fill,min_rank_fill,ensemble_score,ensemble_rank_before_stage2,recent_return_5,recent_return_10,recent_return_20,volatility_20,max_drawdown_20,overheat_return,volatility_20_rank,overheat_rank,drawdown_rank,risk_score,selection_strategy,stage2_pool_member,stage2_selection_rank,gate_primary_source,gate_overheat_threshold,gate_primary_top5_overheat_mean,gate_use_defense,gate_defense_strategy,selected,weight,rank,pred_score
177,600219,-0.006562885,114,0.0054678720549105,600,2,0,0,0,0,145.5,114,-145.5,137,0.08653846153846168,0.1501272264631044,0.09708737864077666,0.037674622801736786,0.06889352818371608,0.1501272264631044,0.71,0.9466666666666667,0.46,0.7303333333333333,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,137,-9999.0001455
89,600028,0.3565227,211,0.0016530969453221,600,2,0,0,0,0,150.0,89,-150.0,138,-0.01717557251908386,0.055327868852458995,0.11713665943600882,0.01833052206874181,0.022900763358778664,0.055327868852458995,0.2733333333333333,0.57,0.10666666666666667,0.33549999999999996,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,138,-9999.00015
211,601872,-0.15050578,91,0.0082499243166803,601,2,0,0,0,0,151.0,91,-151.0,139,0.1126662001399581,0.07215104517869175,-0.11551000445765702,0.03993618783060332,0.20082582173023455,0.1126662001399581,0.7366666666666667,0.8933333333333333,0.7933333333333333,0.8056666666666666,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,139,-9999.000151
175,601088,0.00582153,127,0.0044528496047526,601,2,0,0,0,0,151.0,127,-151.0,140,-0.028391850888599857,0.051113716295427825,0.14947332536718028,0.019983722919913908,0.028391850888599857,0.051113716295427825,0.33,0.53,0.15333333333333332,0.35583333333333333,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,140,-9999.000151
98,601818,0.30417228,205,0.0017370394019074,601,2,0,0,0,0,151.5,98,-151.5,141,-0.0031446540880503138,0.025889967637540368,0.07457627118644061,0.011640525265390934,0.018867924528301883,0.025889967637540368,0.043333333333333335,0.28,0.06666666666666667,0.132,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,141,-9999.0001515
91,600050,0.347417,213,0.0015965454811823,600,2,0,0,0,0,152.0,91,-152.0,142,-0.00454545454545463,0.04285714285714293,0.08955223880597019,0.011497997884005533,0.014598540145985384,0.04285714285714293,0.03666666666666667,0.43666666666666665,0.023333333333333334,0.1733333333333333,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,142,-9999.000152
192,300122,-0.0624548,112,0.005848676247133,300,2,0,0,0,0,152.0,112,-152.0,143,-0.021943573667711602,0.04873949579831938,0.038269550748752046,0.03485629827389809,0.08084074373484251,0.04873949579831938,0.6533333333333333,0.5,0.53,0.5688333333333333,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,143,-9999.000152
119,600221,0.22722086,186,0.0021512853937855,600,2,0,0,0,0,152.5,119,-152.5,144,0.007518796992481036,0.022900763358778553,-0.02898550724637694,0.014151897282607363,0.050724637681159424,0.022900763358778553,0.12333333333333334,0.25333333333333335,0.33666666666666667,0.22216666666666668,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,144,-9999.0001525
144,601136,0.13492996,162,0.0030452983014906,601,2,0,0,0,0,153.0,144,-153.0,145,-0.021058186215524577,0.0034503713541869097,0.0013016553555698085,0.020338285338812725,0.058257008554642775,0.0034503713541869097,0.34,0.13,0.39,0.279,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,145,-9999.000153
106,601377,0.2840467,202,0.001796738565598,601,2,0,0,0,0,154.0,106,-154.0,146,-0.012903225806451535,0.006578947368421018,0.008237232289950658,0.014929270413276859,0.036682615629984094,0.006578947368421018,0.17333333333333334,0.15333333333333332,0.23666666666666666,0.18216666666666667,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,146,-9999.000154
191,600989,-0.058134485,119,0.0049260847393443,600,2,0,0,0,0,155.0,119,-155.0,147,-0.019329896907216648,0.10183397683397666,0.09654178674351566,0.03447943999400704,0.06010703993412936,0.10183397683397666,0.65,0.8433333333333334,0.39666666666666667,0.6543333333333333,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,147,-9999.000155
135,600372,0.1762345,175,0.0025455722047694,600,2,0,0,0,0,155.0,135,-155.0,148,0.01806684733513997,0.00805008944543828,0.06824644549763015,0.019485795369983204,0.05613126079447317,0.01806684733513997,0.32,0.20666666666666667,0.37333333333333335,0.2936666666666667,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,148,-9999.000155
154,600036,0.1002079,158,0.0031089225704172,600,2,0,0,0,0,156.0,154,-156.0,149,0.0023130300693907646,0.046979865771812124,0.10013816500951322,0.013829850162969832,0.023644307375995877,0.046979865771812124,0.10333333333333333,0.47333333333333333,0.11666666666666667,0.23616666666666666,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,149,-9999.000156
230,300033,-0.2756294,83,0.0087333902763077,300,2,0,0,0,0,156.5,83,-156.5,150,-0.028277977857809833,0.009981976985997454,-0.08739769500584604,0.03381709898930285,0.1680232558139535,0.009981976985997454,0.64,0.17333333333333334,0.7333333333333333,0.5,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,150,-9999.0001565
214,300450,-0.18090826,102,0.0067177483188881,300,2,0,0,0,0,158.0,102,-158.0,151,0.07163415414134944,-0.013831665685697492,-0.15676901920765007,0.03179546720650529,0.23722986247544198,0.07163415414134944,0.6033333333333334,0.7033333333333334,0.8266666666666667,0.6941666666666667,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,151,-9999.000158
133,001965,0.17770052,184,0.0021681560193967,001,2,0,0,0,0,158.5,133,-158.5,152,0.009813542688910548,0.0741127348643007,0.0831578947368421,0.01667030228999267,0.016877637130801704,0.0741127348643007,0.21666666666666667,0.7266666666666667,0.04666666666666667,0.35266666666666663,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,152,-9999.0001585
47,603501,0.66753453,271,-0.0008621269479267,603,2,0,0,0,0,159.0,47,-159.0,153,-0.057829181494661985,-0.07005561518196901,0.07938844847112114,0.037422858655751755,0.14227861771058326,-0.057829181494661985,0.7066666666666667,0.013333333333333334,0.6933333333333334,0.46066666666666667,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,153,-9999.000159
246,300124,-0.52679455,74,0.0097784543473469,300,2,0,0,0,0,160.0,74,-160.0,154,-0.004185501423070392,-0.024118129614438044,-0.08814962440594809,0.028924022320999877,0.1805959805959806,-0.004185501423070392,0.52,0.1,0.7633333333333333,0.43383333333333335,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,154,-9999.00016
159,000166,0.08453856,161,0.0030784682570723,000,2,0,0,0,0,160.0,159,-160.0,155,-0.010615711252653925,0.03325942350332589,0.04484304932735439,0.017433273008446177,0.03218884120171672,0.03325942350332589,0.23666666666666666,0.36333333333333334,0.2,0.2718333333333333,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,155,-9999.00016
64,002602,0.5175731,258,7.912644976991023e-05,002,2,0,0,0,0,161.0,64,-161.0,156,-0.052513128282070554,-0.09785714285714286,-0.08940158615717375,0.03174764953639743,0.15310344827586198,-0.052513128282070554,0.6,0.016666666666666666,0.7133333333333334,0.4241666666666667,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,156,-9999.000161
27,301165,0.8150926,296,-0.0068142895599368,301,2,0,0,0,0,161.5,27,-161.5,157,0.2689655172413794,0.2456140350877194,0.9486873508353222,0.07313665433110486,0.119893753434695,0.2689655172413794,0.9933333333333333,0.9966666666666667,0.66,0.9111666666666667,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,157,-9999.0001615
63,600482,0.5202813,263,-0.0002081433128622,600,2,0,0,0,0,163.0,63,-163.0,158,0.03765690376569042,-0.04798464491362764,-0.04216285806243969,0.036103195478690314,0.20948616600790515,0.03765690376569042,0.6766666666666666,0.39666666666666667,0.8,0.6094999999999999,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,158,-9999.000163
215,300832,-0.18291931,111,0.0059019777025536,300,2,0,0,0,0,163.0,111,-163.0,159,0.005566259901520043,0.06218905472636793,0.09232558139534874,0.0322717083077713,0.10948081264108345,0.06218905472636793,0.6166666666666667,0.6333333333333333,0.6333333333333333,0.6266666666666667,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,159,-9999.000163
198,600018,-0.08209915,128,0.0044482210874261,600,2,0,0,0,0,163.0,128,-163.0,160,0.011651710839799989,0.035455280506618614,0.09333787382686443,0.011297874997184196,0.013358778625954248,0.035455280506618614,0.03333333333333333,0.38,0.016666666666666666,0.1505,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,160,-9999.000163
212,600438,-0.16076513,115,0.0053829869276593,600,2,0,0,0,0,163.5,115,-163.5,161,0.05377358490566042,0.04588014981273392,-0.07148794679966741,0.02737278254594479,0.16427432216905902,0.05377358490566042,0.48333333333333334,0.5566666666666666,0.7233333333333334,0.569,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,161,-9999.0001635
173,300999,0.013415713,154,0.0032056816023297,300,2,0,0,0,0,163.5,154,-163.5,162,-0.010332950631458115,0.06114074681986059,0.09159983115238512,0.017561580523041145,0.027811366384522418,0.06114074681986059,0.24333333333333335,0.6266666666666667,0.14333333333333334,0.3525,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,162,-9999.0001635
137,601018,0.15913004,191,0.0020080492166889,601,2,0,0,0,0,164.0,137,-164.0,163,-0.011627906976744096,0.030303030303030276,0.0625,0.01124651299502786,0.02102102102102088,0.030303030303030276,0.02666666666666667,0.32666666666666666,0.1,0.15,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,163,-9999.000164
131,601800,0.18284467,198,0.0019240993578368,601,2,0,0,0,0,164.5,131,-164.5,164,-0.006575712212433249,0.048894679491441106,0.06328774541928239,0.013589304996523319,0.019292604501607635,0.048894679491441106,0.09666666666666666,0.5033333333333333,0.07333333333333333,0.23316666666666666,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,164,-9999.0001645
170,601898,0.03389961,159,0.0030948062534922,601,2,0,0,0,0,164.5,159,-164.5,165,0.0036258158085569203,0.07536907536907544,0.0820953870211103,0.03576045340986224,0.06557377049180324,0.07536907536907544,0.6633333333333333,0.73,0.4266666666666667,0.6275000000000001,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,165,-9999.0001645
224,000768,-0.25465152,107,0.0064081899858495,000,2,0,0,0,0,165.5,107,-165.5,166,0.017156862745097978,0.06246799795186897,0.028755577590480863,0.020199743972457145,0.06955693187232015,0.06246799795186897,0.33666666666666667,0.6433333333333333,0.4666666666666667,0.47650000000000003,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,166,-9999.0001655
188,600918,-0.053204965,144,0.0035940071620526,600,2,0,0,0,0,166.0,144,-166.0,167,-0.024561403508772006,0.0018018018018017834,0.043299680015262965,0.01918204955025543,0.036713286713286664,0.0018018018018017834,0.31,0.12333333333333334,0.24,0.22716666666666666,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,167,-9999.000166
255,000408,-0.6313408,78,0.009328107032253,000,2,0,0,0,0,166.5,78,-166.5,168,0.14160939289805263,0.18381588715664443,0.1364025085518814,0.030867157530754603,0.09863490364025707,0.18381588715664443,0.58,0.9766666666666667,0.6,0.7238333333333333,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,168,-9999.0001665
253,600803,-0.61262393,82,0.0088032297123058,600,2,0,0,0,0,167.5,82,-167.5,169,0.017129356172474797,0.07827175954915466,0.14050783966442815,0.02164526441667122,0.04096824754688222,0.07827175954915466,0.37,0.7366666666666667,0.27,0.4733333333333333,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,169,-9999.0001675
245,600547,-0.50896037,90,0.0083390578015232,600,2,0,0,0,0,167.5,90,-167.5,170,0.08271908271908268,0.10350584307178634,0.13097616268879686,0.038235359715354834,0.08225556143990964,0.10350584307178634,0.7233333333333334,0.85,0.54,0.7218333333333333,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,170,-9999.0001675
171,002736,0.023363147,164,0.0030203113051668,002,2,0,0,0,0,167.5,164,-167.5,171,-0.01745877788554806,0.01401401401401392,0.002970297029702973,0.01830421507285859,0.052182163187855846,0.01401401401401392,0.27,0.18666666666666668,0.3433333333333333,0.25916666666666666,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,171,-9999.0001675
41,603893,0.7193313,295,-0.0064657762512698,603,2,0,0,0,0,168.0,41,-168.0,172,0.04807692307692313,-0.004566210045662045,0.20575221238938046,0.04845757368625866,0.09107271418286544,0.04807692307692313,0.8366666666666667,0.49333333333333335,0.5766666666666667,0.6515,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,172,-9999.000168
108,601888,0.28277677,229,0.0009531866750518,601,2,0,0,0,0,168.5,108,-168.5,173,-0.004207060545088681,0.07887426897137195,0.02472927300993555,0.028167358834430185,0.07436363636363641,0.07887426897137195,0.5033333333333333,0.7433333333333333,0.49666666666666665,0.5856666666666667,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,173,-9999.0001685
149,600048,0.109595604,188,0.0021007353741674,600,2,0,0,0,0,168.5,149,-168.5,174,-0.005952380952381042,0.07280513918629539,0.06823029286470716,0.02536383831010928,0.04807692307692313,0.07280513918629539,0.4533333333333333,0.72,0.32,0.5133333333333333,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,174,-9999.0001685
270,000596,-0.7745667,69,0.0105640355879532,000,2,0,0,0,0,169.5,69,-169.5,175,-0.06479803900671433,0.15449725224629507,0.1564009133674522,0.040772220818402066,0.10281906714505384,0.15449725224629507,0.75,0.9533333333333334,0.6066666666666667,0.7853333333333334,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,175,-9999.0001695
85,601985,0.37776524,254,0.000390703040425,601,2,0,0,0,0,169.5,85,-169.5,176,-0.023153252480705655,0.022988170100722627,-0.004110854272806441,0.012206660964223034,0.025470653377630215,0.022988170100722627,0.06333333333333334,0.25666666666666665,0.13333333333333333,0.1485,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,176,-9999.0001695
128,601006,0.20641258,212,0.0016314052618259,601,2,0,0,0,0,170.0,128,-170.0,177,-0.004123711340206171,0.038709677419354716,0.05622007107280269,0.012702475989648675,0.01473684210526316,0.038709677419354716,0.07333333333333333,0.4033333333333333,0.02666666666666667,0.17716666666666664,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,177,-9999.00017
252,300750,-0.59702855,89,0.0084264162008371,300,2,0,0,0,0,170.5,89,-170.5,178,0.06261456313258762,0.11401994095694312,0.01947191354878175,0.030006999137708035,0.11259255489682185,0.11401994095694312,0.56,0.8966666666666666,0.6466666666666666,0.6995,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,178,-9999.0001705
160,603993,0.081527166,181,0.0022523500350533,603,2,0,0,0,0,170.5,160,-170.5,179,0.07615341856586966,0.14827995255041504,0.0755555555555556,0.03403000502478295,0.08963282937365014,0.14827995255041504,0.6466666666666666,0.9433333333333334,0.57,0.7313333333333333,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,179,-9999.0001705
266,600309,-0.72078043,77,0.009559163777198,600,2,0,0,0,0,171.5,77,-171.5,180,0.03000416724545074,0.10754294249439877,0.030863339357708908,0.022754657419052176,0.05770584095707254,0.10754294249439877,0.39,0.87,0.38333333333333336,0.5563333333333333,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,180,-9999.0001715
151,688009,0.10339684,192,0.0019929796049423,688,2,0,0,0,0,171.5,151,-171.5,181,-0.01356589147286813,0.026209677419354982,0.0473251028806585,0.01617729224664991,0.030592734225621476,0.026209677419354982,0.2,0.2833333333333333,0.17,0.22166666666666668,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,181,-9999.0001715
262,605117,-0.69750696,84,0.0085840477041308,605,2,0,0,0,0,173.0,84,-173.0,182,0.11108312342569282,0.04799239724400084,-0.15392730411431865,0.037197945837968795,0.25221322282915803,0.11108312342569282,0.7033333333333334,0.8866666666666667,0.8366666666666667,0.8008333333333335,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,182,-9999.000173
162,002648,0.06968448,185,0.0021530930953854,002,2,0,0,0,0,173.5,162,-173.5,183,0.010254306808859637,0.11599456275487086,0.016508460586050377,0.03538195497967908,0.11401043757527107,0.11599456275487086,0.6566666666666666,0.9066666666666666,0.65,0.7424999999999999,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,183,-9999.0001735
244,002594,-0.5028915,104,0.006687514643594,002,2,0,0,0,0,174.0,104,-174.0,184,-0.016183986371379855,0.06231317544263071,0.16022099447513827,0.02336544371410932,0.03355555555555567,0.06231317544263071,0.4066666666666667,0.6366666666666667,0.21333333333333335,0.43883333333333335,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,184,-9999.000174
116,601766,0.24118981,237,0.0008461894153664,601,2,0,0,0,0,176.5,116,-176.5,185,-0.018242122719734688,0.08823529411764697,0.1212121212121211,0.017748605399687693,0.018242122719734688,0.08823529411764697,0.25666666666666665,0.7933333333333333,0.06333333333333334,0.39616666666666667,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,185,-9999.0001765
238,600031,-0.45143718,116,0.005174316015203,600,2,0,0,0,0,177.0,116,-177.0,186,-0.008179959100204526,0.0468221373504909,0.08690578189942744,0.023306451267714447,0.044753086419753174,0.0468221373504909,0.4033333333333333,0.47,0.2833333333333333,0.3966666666666666,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,186,-9999.000177
130,601618,0.19279018,224,0.001071829751344,601,2,0,0,0,0,177.0,130,-177.0,187,-0.0037453183520599342,0.047244094488189115,0.07692307692307687,0.014241902474698535,0.0235294117647058,0.047244094488189115,0.12666666666666668,0.48333333333333334,0.11333333333333333,0.24816666666666665,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,187,-9999.000177
291,600436,-1.0468949,66,0.0108483105166748,600,2,0,0,0,0,178.5,66,-178.5,188,-0.04106556206256251,0.06919891702500403,0.18435212137249724,0.041439891492346725,0.11130055241083003,0.06919891702500403,0.76,0.6866666666666666,0.64,0.7043333333333334,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,188,-9999.0001785
208,600233,-0.14098445,150,0.0034042489485198,600,2,0,0,0,0,179.0,150,-179.0,189,0.01551724137931032,0.05681818181818166,0.16556728232189966,0.030873447925116298,0.07083100948131615,0.05681818181818166,0.5833333333333334,0.5933333333333334,0.48,0.561,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,189,-9999.000179
210,601111,-0.14590621,149,0.0034048688613995,601,2,0,0,0,0,179.5,149,-179.5,190,0.03918228279386704,0.04095563139931735,-0.017713365539452575,0.01649162291848316,0.0641025641025641,0.04095563139931735,0.21333333333333335,0.41333333333333333,0.42333333333333334,0.3358333333333333,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,190,-9999.0001795
118,601838,0.23744158,242,0.0007767149393059,601,2,0,0,0,0,180.0,118,-180.0,191,-0.01461038961038963,0.010543840177580366,0.06137628032203679,0.014399940496023538,0.02044109736417432,0.010543840177580366,0.13666666666666666,0.17666666666666667,0.08333333333333333,0.13733333333333334,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,191,-9999.00018
156,601319,0.097034715,204,0.0017779945481596,601,2,0,0,0,0,180.0,156,-180.0,192,-0.013262599469495928,0.052333804809052475,0.06285714285714294,0.02457886953224565,0.03419972640218871,0.052333804809052475,0.43666666666666665,0.54,0.22666666666666666,0.42033333333333334,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,192,-9999.00018
164,600025,0.05508064,196,0.0019318163551963,600,2,0,0,0,0,180.0,164,-180.0,193,-0.024654832347139943,0.008154943934760572,0.1037946428571428,0.012474176764472973,0.03228962818003911,0.008154943934760572,0.06666666666666667,0.16666666666666666,0.20333333333333334,0.13583333333333333,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,193,-9999.00018
275,300628,-0.82049143,86,0.0085740252893532,300,2,0,0,0,0,180.5,86,-180.5,194,-0.000525762355415349,0.13020214030915578,0.13323397913561852,0.040050831008818864,0.10081743869209803,0.13020214030915578,0.74,0.9266666666666666,0.6033333333333334,0.7711666666666667,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,194,-9999.0001805
269,300896,-0.7678707,92,0.0081958757675745,300,2,0,0,0,0,180.5,92,-180.5,195,0.021813557664090988,0.2019330341732828,0.18301245753114403,0.04120274540689695,0.09374999999999978,0.2019330341732828,0.7566666666666667,0.9866666666666667,0.5833333333333334,0.7938333333333334,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,195,-9999.0001805
73,002371,0.46237627,289,-0.0044882038767264,002,2,0,0,0,0,181.0,73,-181.0,196,0.13752197485633233,0.007457804527018164,-0.10404000704163419,0.052477205938334485,0.27565674857913836,0.13752197485633233,0.8766666666666667,0.9333333333333333,0.87,0.8948333333333334,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,196,-9999.000181
220,601021,-0.21907553,147,0.0034864383995656,601,2,0,0,0,0,183.5,147,-183.5,197,-0.001088850174215894,0.015047576897543768,-0.031461148648648685,0.0191675252341332,0.06786385466694511,0.015047576897543768,0.30666666666666664,0.19,0.44666666666666666,0.3008333333333333,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,197,-9999.0001835
226,000625,-0.25628152,142,0.0036275755240294,000,2,0,0,0,0,184.0,142,-184.0,198,-0.0027472527472528485,0.07168726064319153,0.021289796103954206,0.016699438505186622,0.048342541436464104,0.07168726064319153,0.22,0.7066666666666667,0.32666666666666666,0.417,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,198,-9999.000184
147,601878,0.120294906,222,0.0011858524865086,601,2,0,0,0,0,184.5,147,-184.5,199,-0.020682523267838593,-0.0010548523206751481,-0.010449320794148398,0.01482702941766287,0.046605876393110535,-0.0010548523206751481,0.16333333333333333,0.11666666666666667,0.30666666666666664,0.18283333333333335,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,199,-9999.0001845
152,601728,0.1011048,218,0.0013346547003586,601,2,0,0,0,0,185.0,152,-185.0,200,-0.019230769230769273,0.07180385288966717,0.15689981096408312,0.01623405234252076,0.03525641025641024,0.07180385288966717,0.20333333333333334,0.71,0.23,0.3873333333333333,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,200,-9999.000185
102,000792,0.29810148,269,-0.0007566794933105,000,2,0,0,0,0,185.5,102,-185.5,201,0.10906862745098023,0.10410736071573812,-0.08369895376307801,0.02896644777242469,0.19711380780583798,0.10906862745098023,0.5233333333333333,0.8733333333333333,0.7866666666666666,0.7116666666666667,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,201,-9999.0001855
232,688472,-0.31941158,139,0.003883021024641,688,2,0,0,0,0,185.5,139,-185.5,202,0.015839493136219573,0.04901093392659117,-0.0945687749069366,0.036715913916540145,0.16350236658485284,0.04901093392659117,0.6866666666666666,0.5066666666666667,0.72,0.632,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,202,-9999.0001855
274,601100,-0.8151839,98,0.0073623757260265,601,2,0,0,0,0,186.0,98,-186.0,203,0.019031977586706494,-0.004905660377358623,-0.010625032314548699,0.0377864464963687,0.14473928462629748,0.019031977586706494,0.7133333333333334,0.21,0.6966666666666667,0.533,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,203,-9999.000186
113,601688,0.2545148,260,-0.0001388725009478,601,2,0,0,0,0,186.5,113,-186.5,204,-0.009281875915974624,0.024242424242424176,-0.027804410354746012,0.022206715017053576,0.08502772643253231,0.024242424242424176,0.38666666666666666,0.2633333333333333,0.5533333333333333,0.38516666666666666,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,204,-9999.0001865
